DATAFLOW,FREQ,ETA,ITTER107,SESSO,STACIVX,TIPO_INDDEM,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:22_289(1.5),A,TOTAL,IT,9,99,JAN,2020,59641488,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,IT,9,99,JAN,2021,59236213,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,IT,9,99,JAN,2022,59030133,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,IT,9,99,JAN,2023,58850717,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITC1,9,99,JAN,2020,4311217,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC1,9,99,JAN,2021,4274945,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC1,9,99,JAN,2022,4256350,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC1,9,99,JAN,2023,4240736,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITC2,9,99,JAN,2020,125034,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC2,9,99,JAN,2021,124089,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC2,9,99,JAN,2022,123360,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC2,9,99,JAN,2023,122955,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITC3,9,99,JAN,2020,1524826,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC3,9,99,JAN,2021,1518495,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC3,9,99,JAN,2022,1509227,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC3,9,99,JAN,2023,1502624,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITC4,9,99,JAN,2020,10027602,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC4,9,99,JAN,2021,9981554,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC4,9,99,JAN,2022,9943004,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITC4,9,99,JAN,2023,9950742,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITD1,9,99,JAN,2020,532644,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD1,9,99,JAN,2021,534912,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD1,9,99,JAN,2022,532616,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD1,9,99,JAN,2023,533267,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITD2,9,99,JAN,2020,545425,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD2,9,99,JAN,2021,542166,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD2,9,99,JAN,2022,540958,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD2,9,99,JAN,2023,542050,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITD3,9,99,JAN,2020,4879133,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD3,9,99,JAN,2021,4869830,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD3,9,99,JAN,2022,4847745,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD3,9,99,JAN,2023,4838253,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITD4,9,99,JAN,2020,1206216,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD4,9,99,JAN,2021,1201510,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD4,9,99,JAN,2022,1194647,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD4,9,99,JAN,2023,1192191,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITD5,9,99,JAN,2020,4464119,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD5,9,99,JAN,2021,4438937,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD5,9,99,JAN,2022,4425366,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITD5,9,99,JAN,2023,4426929,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITDA,9,99,JAN,2020,1078069,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITDA,9,99,JAN,2021,1077078,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITDA,9,99,JAN,2022,1073574,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITDA,9,99,JAN,2023,1075317,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITE1,9,99,JAN,2020,3692555,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE1,9,99,JAN,2021,3692865,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE1,9,99,JAN,2022,3663191,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE1,9,99,JAN,2023,3651152,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITE2,9,99,JAN,2020,870165,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE2,9,99,JAN,2021,865452,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE2,9,99,JAN,2022,858812,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE2,9,99,JAN,2023,854137,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITE3,9,99,JAN,2020,1512672,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE3,9,99,JAN,2021,1498236,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE3,9,99,JAN,2022,1487150,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE3,9,99,JAN,2023,1480839,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITE4,9,99,JAN,2020,5755700,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE4,9,99,JAN,2021,5730399,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE4,9,99,JAN,2022,5714882,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITE4,9,99,JAN,2023,5707112,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITF1,9,99,JAN,2020,1293941,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF1,9,99,JAN,2021,1281012,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF1,9,99,JAN,2022,1275950,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF1,9,99,JAN,2023,1269860,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITF2,9,99,JAN,2020,300516,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF2,9,99,JAN,2021,294294,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF2,9,99,JAN,2022,292150,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF2,9,99,JAN,2023,289840,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITF3,9,99,JAN,2020,5712143,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF3,9,99,JAN,2021,5624260,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF3,9,99,JAN,2022,5624420,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF3,9,99,JAN,2023,5592175,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITF4,9,99,JAN,2020,3953305,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF4,9,99,JAN,2021,3933777,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF4,9,99,JAN,2022,3922941,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF4,9,99,JAN,2023,3900852,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITF5,9,99,JAN,2020,553254,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF5,9,99,JAN,2021,545130,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF5,9,99,JAN,2022,541168,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF5,9,99,JAN,2023,536659,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITF6,9,99,JAN,2020,1894110,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF6,9,99,JAN,2021,1860601,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF6,9,99,JAN,2022,1855454,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITF6,9,99,JAN,2023,1841300,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITG1,9,99,JAN,2020,4875290,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITG1,9,99,JAN,2021,4833705,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITG1,9,99,JAN,2022,4833329,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITG1,9,99,JAN,2023,4802016,,,,e,,,,,
IT1:22_289(1.5),A,TOTAL,ITG2,9,99,JAN,2020,1611621,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITG2,9,99,JAN,2021,1590044,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITG2,9,99,JAN,2022,1587413,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,ITG2,9,99,JAN,2023,1575028,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,IT,9,99,JAN,2020,14804,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,IT,9,99,JAN,2021,17177,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,IT,9,99,JAN,2022,19714,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,IT,9,99,JAN,2023,21872,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC1,9,99,JAN,2020,1096,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC1,9,99,JAN,2021,1209,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC1,9,99,JAN,2022,1380,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC1,9,99,JAN,2023,1582,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC2,9,99,JAN,2020,30,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC2,9,99,JAN,2021,34,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC2,9,99,JAN,2022,33,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC2,9,99,JAN,2023,42,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC3,9,99,JAN,2020,633,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC3,9,99,JAN,2021,737,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC3,9,99,JAN,2022,797,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC3,9,99,JAN,2023,873,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC4,9,99,JAN,2020,2318,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC4,9,99,JAN,2021,2534,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC4,9,99,JAN,2022,2983,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITC4,9,99,JAN,2023,3355,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD1,9,99,JAN,2020,91,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD1,9,99,JAN,2021,122,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD1,9,99,JAN,2022,141,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD1,9,99,JAN,2023,165,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD2,9,99,JAN,2020,127,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD2,9,99,JAN,2021,164,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD2,9,99,JAN,2022,209,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD2,9,99,JAN,2023,242,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD3,9,99,JAN,2020,1142,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD3,9,99,JAN,2021,1329,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD3,9,99,JAN,2022,1507,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD3,9,99,JAN,2023,1721,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD4,9,99,JAN,2020,392,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD4,9,99,JAN,2021,516,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD4,9,99,JAN,2022,605,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD4,9,99,JAN,2023,652,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD5,9,99,JAN,2020,1415,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD5,9,99,JAN,2021,1602,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD5,9,99,JAN,2022,1826,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITD5,9,99,JAN,2023,1976,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITDA,9,99,JAN,2020,218,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITDA,9,99,JAN,2021,286,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITDA,9,99,JAN,2022,350,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITDA,9,99,JAN,2023,407,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE1,9,99,JAN,2020,1044,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE1,9,99,JAN,2021,1293,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE1,9,99,JAN,2022,1519,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE1,9,99,JAN,2023,1667,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE2,9,99,JAN,2020,278,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE2,9,99,JAN,2021,325,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE2,9,99,JAN,2022,361,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE2,9,99,JAN,2023,386,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE3,9,99,JAN,2020,447,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE3,9,99,JAN,2021,543,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE3,9,99,JAN,2022,602,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE3,9,99,JAN,2023,676,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE4,9,99,JAN,2020,1417,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE4,9,99,JAN,2021,1612,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE4,9,99,JAN,2022,1936,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITE4,9,99,JAN,2023,2219,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF1,9,99,JAN,2020,393,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF1,9,99,JAN,2021,485,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF1,9,99,JAN,2022,584,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF1,9,99,JAN,2023,625,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF2,9,99,JAN,2020,116,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF2,9,99,JAN,2021,132,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF2,9,99,JAN,2022,154,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF2,9,99,JAN,2023,174,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF3,9,99,JAN,2020,908,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF3,9,99,JAN,2021,1073,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF3,9,99,JAN,2022,1281,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF3,9,99,JAN,2023,1391,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF4,9,99,JAN,2020,882,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF4,9,99,JAN,2021,1004,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF4,9,99,JAN,2022,1082,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF4,9,99,JAN,2023,1223,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF5,9,99,JAN,2020,125,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF5,9,99,JAN,2021,165,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF5,9,99,JAN,2022,200,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF5,9,99,JAN,2023,215,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF6,9,99,JAN,2020,460,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF6,9,99,JAN,2021,558,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF6,9,99,JAN,2022,623,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITF6,9,99,JAN,2023,633,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG1,9,99,JAN,2020,1032,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG1,9,99,JAN,2021,1171,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG1,9,99,JAN,2022,1293,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG1,9,99,JAN,2023,1378,,,,e,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG2,9,99,JAN,2020,458,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG2,9,99,JAN,2021,569,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG2,9,99,JAN,2022,598,,,,,,,,,
IT1:22_289(1.5),A,Y_GE100,ITG2,9,99,JAN,2023,677,,,,e,,,,,
IT1:22_289(1.5),A,Y0,IT,9,99,JAN,2020,414974,,,,,,,,,
IT1:22_289(1.5),A,Y0,IT,9,99,JAN,2021,404956,,,,,,,,,
IT1:22_289(1.5),A,Y0,IT,9,99,JAN,2022,400626,,,,,,,,,
IT1:22_289(1.5),A,Y0,IT,9,99,JAN,2023,395348,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITC1,9,99,JAN,2020,27785,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC1,9,99,JAN,2021,27170,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC1,9,99,JAN,2022,26758,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC1,9,99,JAN,2023,26138,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITC2,9,99,JAN,2020,835,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC2,9,99,JAN,2021,784,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC2,9,99,JAN,2022,744,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC2,9,99,JAN,2023,782,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITC3,9,99,JAN,2020,8632,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC3,9,99,JAN,2021,8818,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC3,9,99,JAN,2022,8562,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC3,9,99,JAN,2023,8566,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITC4,9,99,JAN,2020,72560,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC4,9,99,JAN,2021,69292,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC4,9,99,JAN,2022,69090,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITC4,9,99,JAN,2023,67971,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITD1,9,99,JAN,2020,5225,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD1,9,99,JAN,2021,5186,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD1,9,99,JAN,2022,5162,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD1,9,99,JAN,2023,4935,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITD2,9,99,JAN,2020,4243,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD2,9,99,JAN,2021,4044,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD2,9,99,JAN,2022,4191,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD2,9,99,JAN,2023,4041,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITD3,9,99,JAN,2020,33275,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD3,9,99,JAN,2021,32716,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD3,9,99,JAN,2022,32847,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD3,9,99,JAN,2023,31939,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITD4,9,99,JAN,2020,7450,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD4,9,99,JAN,2021,7459,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD4,9,99,JAN,2022,7294,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD4,9,99,JAN,2023,7358,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITD5,9,99,JAN,2020,30914,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD5,9,99,JAN,2021,29948,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD5,9,99,JAN,2022,29907,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITD5,9,99,JAN,2023,29876,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITDA,9,99,JAN,2020,9468,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITDA,9,99,JAN,2021,9230,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITDA,9,99,JAN,2022,9353,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITDA,9,99,JAN,2023,8976,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITE1,9,99,JAN,2020,23220,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE1,9,99,JAN,2021,22427,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE1,9,99,JAN,2022,22654,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE1,9,99,JAN,2023,21834,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITE2,9,99,JAN,2020,5488,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE2,9,99,JAN,2021,5268,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE2,9,99,JAN,2022,5243,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE2,9,99,JAN,2023,4951,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITE3,9,99,JAN,2020,9582,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE3,9,99,JAN,2021,9462,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE3,9,99,JAN,2022,9254,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE3,9,99,JAN,2023,8840,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITE4,9,99,JAN,2020,38162,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE4,9,99,JAN,2021,38076,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE4,9,99,JAN,2022,37480,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITE4,9,99,JAN,2023,36355,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITF1,9,99,JAN,2020,8372,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF1,9,99,JAN,2021,8249,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF1,9,99,JAN,2022,8261,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF1,9,99,JAN,2023,8083,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITF2,9,99,JAN,2020,1888,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF2,9,99,JAN,2021,1706,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF2,9,99,JAN,2022,1668,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF2,9,99,JAN,2023,1698,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITF3,9,99,JAN,2020,46010,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF3,9,99,JAN,2021,44921,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF3,9,99,JAN,2022,43300,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF3,9,99,JAN,2023,44361,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITF4,9,99,JAN,2020,27126,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF4,9,99,JAN,2021,26373,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF4,9,99,JAN,2022,26365,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF4,9,99,JAN,2023,26360,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITF5,9,99,JAN,2020,3630,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF5,9,99,JAN,2021,3499,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF5,9,99,JAN,2022,3323,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF5,9,99,JAN,2023,3241,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITF6,9,99,JAN,2020,14177,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF6,9,99,JAN,2021,13928,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF6,9,99,JAN,2022,13169,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITF6,9,99,JAN,2023,13461,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITG1,9,99,JAN,2020,37683,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITG1,9,99,JAN,2021,37387,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITG1,9,99,JAN,2022,37141,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITG1,9,99,JAN,2023,36817,,,,e,,,,,
IT1:22_289(1.5),A,Y0,ITG2,9,99,JAN,2020,8717,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITG2,9,99,JAN,2021,8243,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITG2,9,99,JAN,2022,8213,,,,,,,,,
IT1:22_289(1.5),A,Y0,ITG2,9,99,JAN,2023,7741,,,,e,,,,,
IT1:22_289(1.5),A,Y1,IT,9,99,JAN,2020,436785,,,,,,,,,
IT1:22_289(1.5),A,Y1,IT,9,99,JAN,2021,423269,,,,,,,,,
IT1:22_289(1.5),A,Y1,IT,9,99,JAN,2022,407634,,,,,,,,,
IT1:22_289(1.5),A,Y1,IT,9,99,JAN,2023,402454,,,,e,,,,,
IT1:22_289(1.5),A,Y1,ITC1,9,99,JAN,2020,28996,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC1,9,99,JAN,2021,28209,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC1,9,99,JAN,2022,27371,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC1,9,99,JAN,2023,26971,,,,e,,,,,
IT1:22_289(1.5),A,Y1,ITC2,9,99,JAN,2020,893,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC2,9,99,JAN,2021,830,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC2,9,99,JAN,2022,781,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC2,9,99,JAN,2023,748,,,,e,,,,,
IT1:22_289(1.5),A,Y1,ITC3,9,99,JAN,2020,8971,,,,,,,,,
IT1:22_289(1.5),A,Y1,ITC3,9,99,JAN,2021,8859,,,,,,,,,
